GeoType,GEOID,subregion,,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,48295,lipscomb,Lipscomb,"Lipscomb County, Texas",2496,57.835,26.93,42.897,40.931,37.474,34.64,47.03,11.276,49.976,50.104,57.519,32.589,57.563,32.72,54.535,32.832,52.819,37.494,37.575,52.567,46.615,53.385,33.984,65.816,66.043,33.997,59.017,39.832,46.477,53.634,49.558,49.706,52.187,47.503,67.27,32.222,39.901,59.466,66.633,32.751,63.815,36.695,57.534,18.339,37.143,44.236,45.003,37.183,44.049,27.43,47.315,24.113,53.53,20.303,24.738,75.259,26.732,72.691,40.357,40.239
County,48297,live oak ,Live Oak ,"Live Oak County, Texas",9712,59.778,23.766,45.978,38.152,40.524,29.756,49.096,9.858,54.292,45.811,60.672,28.779,60.288,29.57,58.187,28.965,56.801,33.326,41.489,48.744,50.154,49.846,37.837,61.923,66.791,32.906,60.658,37.891,50.077,49.801,52.568,46.685,53.224,46.024,67.682,31.66,37.228,62.072,64.027,34.94,67.159,33.467,59.884,16.459,41.11,39.614,48.121,33.679,46.503,24.454,49.72,22.124,56.23,17.919,26.965,72.954,27.83,71.81,44.7,36.385
County,48299,llano,Llano,"Llano County, Texas",17886,62.349,22.017,48.714,34.454,50.11,26.773,52.87,9.723,55.852,44.335,64.063,27.687,63.809,28.502,59.718,30.484,57.484,35.624,40.032,52.828,51.896,48.104,39.605,60.172,67.398,32.035,64.041,34.915,53.644,47.025,53.606,45.762,55.352,44.094,69.407,29.951,30.335,68.666,56.671,43.125,69.379,31.13,61.443,14.408,42.836,39.933,50.04,33.644,48.703,22.186,49.509,21.071,58.186,15.787,32.18,67.803,36.273,63.697,46.49,36.912
County,48301,loving,Loving,"Loving County, Texas",45,49.829,34.534,38.191,43.546,36.28,34.721,38.826,13.399,42.192,58.026,51.6,40.04,52.327,40.336,49.342,39.919,47.001,45.169,31.562,60.307,39.696,60.304,32.706,67.183,60.524,40.138,52.729,47.077,39.247,60.664,39.656,60.538,45.531,53.987,61.901,38.26,45.798,53.785,70.138,29.178,55.84,45.273,52.056,20.422,32.612,49.697,38.063,44.165,36.308,33.138,39.268,29.429,46.309,23.859,23.491,76.417,31.689,68.414,33.95,47.96
County,48303,lubbock,Lubbock,"Lubbock County, Texas",231744,67.059,20.174,54.429,29.824,54.922,25.223,57.017,8.676,62.354,37.789,66.397,25.436,65.843,26.189,64.704,25.218,61.899,30.015,45.195,46.975,56.382,43.618,42.673,57.172,69.592,29.895,64.842,33.963,59.589,40.504,58.615,40.399,59.573,40.063,70.907,28.249,30.675,68.367,52.429,47.492,73.962,26.241,63.992,13.716,47.162,34.523,55.059,28.931,54.464,19.439,56.028,19.044,60.441,14.968,33.399,66.575,32.193,67.182,54.877,31.293
County,48305,lynn,Lynn,"Lynn County, Texas",4251,63.431,21.362,48.602,36.031,42.999,28.785,51.917,9.454,56.972,43.069,63.057,26.544,62.534,27.418,60.419,27.03,58.99,31.399,43.485,47.198,52.408,47.593,39.144,60.576,68.34,31.32,62.151,36.283,52.984,47.02,54.744,44.513,55.549,43.802,68.72,30.59,35.906,63.432,61.996,37.087,69.451,31.054,61.8,16.125,42.913,37.875,50.672,31.468,48.703,23.164,51.893,21.087,58.586,17.21,28.206,71.731,28.791,70.744,47.356,33.793
County,48307,mcculloch,McCulloch,"McCulloch County, Texas",6240,59.47,25.093,44.126,39.95,38.693,33.083,48.368,10.76,51.889,48.169,58.722,30.784,58.609,31.077,55.783,31.162,54.171,35.786,38.866,51.102,48.279,51.721,35.055,64.675,66.983,32.906,59.904,38.73,49.045,50.977,51.615,47.584,53.627,45.999,67.761,31.609,38.919,60.342,65.543,33.711,65.667,34.767,58.522,17.832,38.661,42.409,46.631,35.289,45.339,26.23,48.625,23.336,54.609,19.506,25.147,74.818,26.731,72.651,42.152,38.439
County,48309,mclennan,McLennan,"McLennan County, Texas",188970,64.732,18.926,46.908,37.137,48.722,25.992,54.231,8.769,60.396,39.726,64.481,22.882,63.449,22.904,62.189,23.024,59.223,28.907,43.882,44.884,55.543,44.457,41.007,58.765,73.568,25.95,66.818,31.7,59.023,40.803,60.199,38.745,61.347,38.332,73.194,26.055,32.894,66.902,60.039,39.508,73.512,26.684,62.496,16.065,46.386,34.847,53.152,30.525,52.465,21.077,55.301,19.514,60.193,16.239,29.705,70.327,28.975,70.122,47.893,30.115
County,48311,mcmullen,McMullen,"McMullen County, Texas",550,63.045,23.205,47.6,36.083,45.754,29.256,51.566,9.909,55.346,44.724,63.232,28.51,62.68,29.829,60.66,29.326,58.81,34.132,42.256,50.901,51.001,48.999,39.369,60.514,67.659,32.421,60.724,38.31,50.119,50.508,50.804,48.789,53.105,46.472,68.227,31.503,35.115,64.293,61.867,37.514,67.579,33.229,62.015,16,41.927,39.961,49.877,33.935,47.181,24.17,49.616,21.891,58.656,17.354,30.606,69.355,34.802,65.328,45.469,36.97
County,48313,madison,Madison,"Madison County, Texas",11157,62.312,21.348,46.209,38.224,42.436,28.377,52.049,9.365,54.486,45.613,61.444,27.361,60.739,28.297,58.834,27.701,57.485,32.08,42.246,47.453,51.912,48.088,38.74,60.913,68.905,30.964,62.143,36.493,53.201,46.814,55.562,43.71,56.236,43.314,68.792,30.681,36.67,62.617,63.108,36.107,69.898,30.478,60.672,16.172,42.182,36.755,49.798,30.853,48.528,22.632,51.894,20.464,57.32,17.282,26.277,73.669,27.334,72.115,46.114,34.057
County,48315,marion,Marion,"Marion County, Texas",8221,58.159,20.871,43.487,40.077,40.959,28.372,50.108,9.384,52.683,47.611,60.379,27.346,60.362,27.099,56.38,28.883,54.901,33.191,38.966,49.137,50.32,49.68,38.805,61.105,67.822,32.024,62.433,36.473,49.729,49.781,53.739,45.079,54.909,44.585,69.377,30.126,37.21,62.149,64.926,34.302,68.349,32.306,61.563,15.08,41.667,36.742,48.76,32.276,47.276,23.004,50.067,20.936,56.351,17.1,25.526,74.53,26.179,73.2,43.529,35.114
County,48317,martin,Martin,"Martin County, Texas",3893,60.583,23.643,46.184,38.063,39.997,30.95,49.205,10.211,54.045,45.989,60.644,28.789,60.388,29.415,57.949,29.179,56.516,33.603,41.195,48.931,49.85,50.15,36.826,62.922,66.59,33.094,60.288,38.211,49.267,50.674,52.116,47.119,53.396,45.916,67.583,31.696,37.877,61.47,64.134,34.95,66.8,33.73,59.711,17.064,40.466,40.491,48.073,33.708,46.656,24.868,49.865,22.324,56.209,18.562,26.432,73.506,27.458,72.06,44.597,36.142
County,48319,mason,Mason,"Mason County, Texas",3189,67.141,20.047,52.17,31.856,53.559,25.775,55.371,9.426,59.019,41.044,66.702,24.687,66.398,25.684,62.906,27.126,60.196,32.704,42.753,50.45,54.386,45.614,41.069,58.716,69.662,29.508,64.56,34.25,56.278,44.409,55.043,44.344,56.354,42.864,70.475,28.771,29.866,69.195,54.897,44.854,71.137,29.328,64.173,14.493,45.112,37.356,53.542,31.045,51.043,21.101,51.391,20.36,60.711,15.367,32.949,67.033,36.98,63.029,50.323,32.31
County,48321,matagorda,Matagorda,"Matagorda County, Texas",27278,63.766,18.778,47.567,37.236,43.923,28.216,52.29,9.026,56.338,43.871,64.677,24.06,64.726,23.943,61.191,24.932,58.506,30.987,42.896,46.105,53.192,46.808,40.034,59.799,69.377,30.045,64.413,33.878,52.024,47.543,56.718,42.045,55.454,43.911,70.78,28.366,36.286,63.18,63.596,35.367,71.276,29.196,63.492,14.928,43.229,35.4,50.573,29.279,49.867,21.897,52.946,20.362,58.096,16.597,27.087,72.939,26.41,72.877,45.856,32.73
County,48323,maverick,Maverick,"Maverick County, Texas",39888,75.797,10.915,61.475,27.18,51.186,20.828,64.987,6.22,73.345,26.607,73.497,15.152,72.821,15.435,72.194,15.004,70.666,18.456,57.156,32.706,65.008,34.992,49.755,49.842,75.431,23.257,71.252,25.956,69.685,29.436,70.64,27.785,66.662,31.969,75.503,22.987,30.478,68.961,50.992,47.341,81.421,18.602,70.269,12.603,56.002,24.887,64.003,19.013,62.177,15.51,65.398,15.444,67.954,12.684,33.332,66.588,25.567,73.065,64.468,18.356
County,48325,medina,Medina,"Medina County, Texas",38462,69.357,17.35,54.131,32.173,49.351,26.119,57.178,8.409,62.796,37.215,67.073,23.269,66.63,23.764,64.503,23.984,62.422,28.662,46.829,44.653,56.997,43.003,42.781,57.003,71.797,27.399,66.351,31.812,59.351,40.55,59.919,39.01,59.991,39.068,72.207,26.803,32.425,66.82,56.717,42.444,73.699,26.585,65.814,14.358,47.942,33.3,56.596,27.019,53.96,20.055,56.124,18.965,62.378,15.198,30.863,69.091,30.226,69.192,52.858,28.125
County,48327,menard,Menard,"Menard County, Texas",1853,68.345,18.182,53.461,31.245,50.801,23.826,56.192,8.264,61.138,38.893,68.11,22.717,66.739,25.009,65.226,24.158,64.305,28.274,47.823,45.652,57.38,42.62,43.736,55.894,70.395,29.412,64.366,34.246,58.987,41.731,57.669,42.05,57.838,41.591,69.192,30.466,30.81,68.497,57.14,42.2,73.303,27.319,65.524,14.359,47.678,33.89,55.088,28.607,51.106,20.053,53.674,18.79,63.449,14.395,33.4,66.498,35.871,64.211,52.309,30.96
County,48329,midland,Midland,"Midland County, Texas",120460,65.989,20.31,48.072,36.488,43.081,30.6,55.26,9.621,57.797,42.19,61.893,28.303,61.608,28.559,59.726,28.321,57.824,32.804,42.793,47.693,50.77,49.23,38.954,60.861,69.389,30.217,62.797,35.665,51.959,48.161,55.793,43.28,57.633,41.748,70.826,28.327,36.845,62.146,61.543,37.818,70.143,30.148,61.157,16.917,42.444,38.379,50.052,32.267,50.209,23.029,52.965,20.964,58.012,17.985,28.091,71.884,28.172,71.151,49.099,31.219
County,48331,milam,Milam,"Milam County, Texas",18737,53.179,24.113,42.289,39.351,39.5,27.375,44.02,9.405,53.334,47.135,58.77,29.884,59.591,28.921,57.3,28.266,54.391,33.843,38.748,49.131,48.25,51.75,40.896,59.408,63.613,36.053,60.5,38.638,41.868,57.078,47.71,51.021,48.543,50.109,67.946,31.702,37.922,61.716,66.04,32.638,63.563,37.928,60.646,14.21,40.953,36.986,45.951,33.929,43.983,24.199,46.757,22.139,54.166,17.215,27.224,72.854,26.641,73.23,42.494,37.565
County,48333,mills,Mills,"Mills County, Texas",3952,62.1,23.503,47.184,36.104,45.348,29.173,50.538,10.17,53.874,46.203,62.238,28.172,61.683,29.549,58.31,30.091,56.822,34.904,40.19,51.729,50.778,49.222,37.432,62.334,67.371,32.393,61.832,37.16,51.551,49.055,51.8,47.755,53.675,45.895,67.984,31.561,33.781,65.345,60.999,38.634,67.576,33.05,61.018,16.11,41.434,40.23,49.055,33.989,46.708,23.755,48.661,21.841,57.575,17.185,28.874,71.097,32.741,67.207,44.874,36.884
County,48335,mitchell,Mitchell,"Mitchell County, Texas",6847,59.911,22.973,45.112,39.401,39.102,30.196,49.298,9.965,53.482,46.56,60.519,27.412,60.132,28.119,58.145,27.656,56.642,31.989,42.145,46.686,49.859,50.141,36.83,62.793,65.791,33.876,60.187,38.094,49.622,50.208,53.55,45.613,53.339,45.855,66.6,32.577,38.484,60.707,64.55,34.261,67.69,32.677,58.713,17.697,40.549,39.832,47.96,33.385,47.341,24.398,50.606,21.75,55.348,19.009,24.735,75.168,25.311,74.156,44.959,35.06
County,48337,montague,Montague,"Montague County, Texas",15022,58.255,27.176,42.828,40.667,38.844,34.146,46.951,11.476,49.013,51.072,57.617,32.787,57.632,33.074,53.086,33.818,51.372,38.908,35.464,54.788,46.648,53.352,33.264,66.535,66.718,33.395,59.928,39.161,47.245,53.059,49.448,49.955,52.606,47.269,67.762,31.881,38.489,60.996,66.412,33.237,63.691,36.83,58.022,17.852,37.373,44.19,45.435,37.296,43.574,27.12,46.138,24.124,53.594,19.736,24.715,75.28,28.799,70.736,39.975,41.108
County,48339,montgomery,Montgomery,"Montgomery County, Texas",420617,69.215,19.132,50.378,36.069,50.805,28.056,57.506,9.443,58.095,42.017,63.223,26.546,62.371,26.812,60.621,26.874,57.779,33.661,42.063,49.166,53.558,46.442,40.641,59.26,70.608,28.425,65.572,33.231,58.279,41.853,56.706,42.516,59.703,39.884,71.719,27.662,33.132,66.175,60.034,39.802,71.673,28.687,66.269,14.563,46.084,36.865,54.198,31.851,51.915,21.927,53.48,20.736,60.77,16.039,31.579,68.396,32.259,67.158,50.024,31.669
County,48341,moore,Moore,"Moore County, Texas",14657,63.204,20.214,48.685,36.077,41.097,27.955,51.599,9.137,57.65,42.425,62.578,26.079,62.105,26.755,60.703,25.746,59.517,29.657,44.789,44.451,52.711,47.289,39.86,59.808,67.475,31.985,61.434,36.812,51.712,48.028,55.224,43.838,54.695,44.41,67.673,31.51,36.585,62.724,62.349,36.488,69.701,30.779,60.723,16.245,42.889,37.619,50.1,31.341,49.183,22.917,52.641,20.944,58.215,17.455,27.722,72.197,25.842,73.507,48.33,32.407
County,48343,morris,Morris,"Morris County, Texas",9531,64.144,19.4,45.85,38.979,41.852,29.657,53.75,9.086,54.549,45.596,61.683,26.029,61.098,26.234,58.584,26.419,56.93,31.327,41.092,47.474,52.602,47.398,38.668,61.07,71.043,28.786,64.313,34.267,54.924,44.842,58.045,40.827,58.254,41.574,71.028,28.383,36.928,62.396,64.043,35.277,71.508,28.823,62.421,15.48,43.403,35.089,51.646,29.647,49.847,22.171,53.301,19.94,58.328,16.75,25.682,74.349,26.133,73.002,46.886,32.241
County,48345,motley,Motley,"Motley County, Texas",933,61.98,24.418,46.202,36.251,46.318,28.89,50.088,10.148,52.719,47.384,62.349,29.2,61.368,31.541,58.733,31.186,57.514,35.929,40.245,53.578,50.504,49.496,38.348,61.438,67.514,32.812,60.265,39.078,51.038,49.973,49.925,50.105,52.848,47.009,66.957,33.026,33.957,65.281,62.144,37.573,66.681,34.221,61.396,16.166,41.206,40.674,48.62,35.195,44.893,24.44,47.323,22.088,58.21,17.069,30.532,69.403,36.922,63.509,43.381,39.432
County,48347,nacogdoches,Nacogdoches,"Nacogdoches County, Texas",50163,68.116,17.44,50.607,33.699,50.833,26.442,57.842,8.451,59.026,41.133,66.852,22.962,65.704,23.28,62.067,24.72,60.027,31.019,44.216,46.868,56.891,43.109,42.733,57.127,73.403,26.056,66.905,31.606,58.801,41.179,60.416,38.496,59.764,40.047,72.554,26.717,32.76,66.481,59.047,40.508,73.841,26.448,63.846,14.533,46.333,32.929,53.639,28.302,52.32,20.23,55.081,18.85,61.12,15.008,30.065,69.967,30.154,69.12,50.984,30.066
County,48349,navarro,Navarro,"Navarro County, Texas",36141,64.359,19.884,48.964,35.023,46.349,27.494,53.446,9.259,57.746,42.356,63.316,25.342,63.169,25.343,60.297,26.25,58.005,31.256,42.472,46.722,53.553,46.447,39.52,60.183,69.554,29.463,64.218,34.124,55.279,44.563,57.505,41.229,56.67,42.538,70.402,28.531,33.614,65.422,58.854,40.408,71.498,28.687,61.818,15.631,43.974,36.55,52,30.3,51.452,21.579,53.165,20.402,57.962,16.779,27.687,72.327,27.816,71.407,49.498,31.027
County,48351,newton,Newton,"Newton County, Texas",11111,55.542,24.421,40.289,42.478,36.923,31.199,45.661,10.271,49.433,50.787,56.32,30.978,56.279,30.827,53.628,30.541,52.033,35.421,37.036,50.255,47.654,52.346,36.019,63.827,65.694,34.269,59.749,39.124,45.656,53.871,50.412,48.533,51.611,47.941,67.198,32.326,39.74,59.603,67.591,31.491,64.968,35.738,57.978,16.738,38.524,39.791,45.255,34.672,44.122,25.517,47.591,22.697,52.896,19.041,23.316,76.684,24.466,74.948,40.593,38.198
County,48353,nolan,Nolan,"Nolan County, Texas",11031,64.733,19.689,50.671,33.658,48.227,26.26,53.202,9.257,59.08,40.972,64.928,24.236,64.882,24.469,61.628,25.77,59.097,30.909,43.327,46.734,53.681,46.319,40.044,59.687,67.858,30.854,64.154,34.126,54.128,45.811,55.997,42.849,55.438,43.212,69.924,28.86,32.251,66.678,56.976,42.082,70.72,29.598,62.729,14.906,44.793,36.469,52.764,29.837,51.761,21.089,52.573,20.357,58.744,16.241,29.093,70.867,29.728,69.863,50.661,30.38
County,48355,nueces,Nueces,"Nueces County, Texas",272004,74.695,13.278,58.8,29.189,55.85,22.603,65.527,7.171,69.003,31.127,72.507,18.13,73.154,17.207,69.778,19.726,65.74,24.939,50.707,40.306,60.385,39.615,46.98,52.575,75.602,22.691,72.013,25.96,65.709,33.673,67.561,30.756,64.177,33.615,77.091,21.323,30.024,68.336,54.391,44.156,79.155,21.086,70.108,12.228,54,27.886,65.299,20.946,62.099,16.198,61.908,16.338,66.396,13.205,34.177,65.45,28.901,70.109,63.452,19.184
County,48357,ochiltree,Ochiltree,"Ochiltree County, Texas",7004,61.037,23.466,47.039,37.201,40.863,29.736,49.38,9.952,54.822,45.202,61.433,28.142,60.739,29.46,58.893,28.525,58.062,32.369,42.882,47.608,51.023,48.977,37.512,62.142,66.439,33.285,59.756,38.761,50.348,49.912,52.49,46.883,53.656,45.554,66.823,32.51,36.577,62.622,63.09,36.033,67.882,32.636,59.455,17.516,41.019,40.641,48.373,33.971,47.115,24.225,50.323,21.868,56.796,18.488,27.211,72.73,28.339,71.253,45.911,35.565
County,48359,oldham,Oldham,"Oldham County, Texas",1390,57.054,26.506,44.653,35.695,44.382,28.185,46.668,9.906,52.324,47.945,61.8,29.731,60.48,31.279,57.666,32.144,56.311,36.68,39.343,53.442,48.693,51.307,39.493,60.52,64.712,35.634,59.781,39.816,46.003,54.424,47.536,52.235,49.781,49.801,67.316,32.752,34.371,65.106,64.359,35.097,64.58,36.752,60.774,15.295,40.769,40.368,46.76,36.573,43.605,24.404,46.122,22.034,56.818,16.79,30.194,69.807,34.823,65.714,42.472,40.851
County,48361,orange,Orange,"Orange County, Texas",63219,56.231,26.08,41.304,41.653,40.497,31.981,46.147,10.815,50.893,49.338,58.435,31.289,59.089,30.613,54.936,31.963,51.948,37.487,35.426,54.115,45.562,54.438,36.162,63.966,64.293,35.685,60.353,38.845,44.386,55.202,47.351,51.693,50.088,49.44,68.621,30.981,39.219,60.144,64.872,34.615,63.198,37.652,58.041,16.152,37.247,43.201,44.468,35.595,43.287,26.386,45.817,23.645,52.029,18.948,24.729,75.352,27.115,72.488,39.436,38.309
County,48363,palo pinto ,Palo Pinto ,"Palo Pinto County, Texas",21852,63.581,22.335,48.115,35.981,46.192,29.207,51.335,9.972,55.162,44.879,62.722,27.407,62.398,28.165,58.375,29.829,56.533,34.739,40.263,51.135,51.759,48.241,37.691,62.075,68.85,30.758,62.889,35.888,53.37,46.897,53.473,45.893,54.929,44.606,69.359,30.035,34.531,64.636,61.482,38.003,68.591,31.905,61.928,15.851,41.798,38.937,50.75,32.517,47.745,23.449,49.758,21.584,58.003,17.068,27.931,72.05,31.018,68.665,46.419,35.086
County,48365,panola,Panola,"Panola County, Texas",17822,58.623,23.578,42.077,42.445,38.825,33.3,48.139,10.686,49.952,50.135,57.806,29.728,57.738,29.73,54.689,30.246,52.762,35.37,36.987,51.488,48.906,51.095,35.219,64.621,67.885,32.161,60.88,37.91,48.911,51.014,52.549,46.532,53.983,45.97,68.154,31.337,39.284,60.393,65.014,34.537,67.072,33.353,58.042,17.585,38.48,41.114,47.552,34.75,45.417,25.885,49.058,22.781,54.531,19.381,23.549,76.483,25.64,73.613,41.389,37.78
County,48367,parker,Parker,"Parker County, Texas",100667,57.385,24.781,42.978,40.576,44.198,32.309,49.333,11.006,51.737,48.412,58.28,35.011,60.118,32.637,56.365,33.634,53.45,39.205,37.353,54.838,47.48,52.52,35.118,64.708,69.098,30.629,60.937,37.19,49.57,50.81,51.597,47.683,53.413,46.716,69.249,30.236,35.916,63.383,63.227,36.598,67.16,33.284,58.427,17.331,38.528,44.47,45.911,38.617,45.606,25.854,47.72,23.822,55.302,18.534,27.559,72.457,31.155,68.361,41.674,38.832
County,48369,parmer,Parmer,"Parmer County, Texas",6866,65.654,19.115,51.634,33.611,44.476,26.755,52.637,9.016,60.44,39.53,64.707,23.53,64.16,24.439,62.52,24.008,61.017,28.19,45.709,43.961,53.746,46.254,40.763,58.944,67.193,32.15,62.192,35.918,54.014,45.893,56.152,42.926,55.561,43.339,68.85,30.183,34.967,64.138,60.461,38.383,70.889,29.534,62.133,15.585,45.213,36.074,52.298,29.216,50.833,21.718,53.431,20.24,59.315,16.628,28.517,71.422,27.95,71.538,52.084,29.91
County,48371,pecos,Pecos,"Pecos County, Texas",11927,66.6,16.798,54.228,32.143,46.021,24.796,55.087,8.368,63.358,36.607,66.867,21.37,66.572,21.639,64.729,21.849,62.672,26.108,47.862,41.361,56.116,43.884,41.974,57.587,69.29,29.405,65.234,32.434,58.322,41.158,59.989,38.777,58.367,40.076,70.613,28.005,33.867,65.226,56.898,41.663,73.957,26.151,63.978,15.03,47.635,33.342,55.757,26.381,54.605,19.913,56.624,19.187,60.657,15.985,28.416,71.504,26.148,73.029,55.326,25.802
County,48373,polk,Polk,"Polk County, Texas",39000,62.884,22.047,47.079,36.59,43.99,28.903,51.581,9.743,54.7,45.379,61.289,28.166,60.417,28.366,57.724,28.716,56.048,33.592,40.223,49.52,51.644,48.356,37.73,61.947,68.583,31.038,62.941,35.712,53.42,46.709,55.19,44.009,55.529,44.099,69.154,30.165,35.598,63.437,61.357,38.054,69.446,30.882,61.723,15.983,42.26,38.502,50.181,32.457,48.245,23.218,50.699,21.387,57.092,17.464,26.619,73.351,28.907,70.537,45.158,34.635
County,48375,potter,Potter,"Potter County, Texas",86742,66.577,17.544,51.275,32.841,45.838,27.102,54.934,8.663,60.874,39.21,65.183,23.845,65.818,22.985,62.167,23.601,59.982,28.246,45.046,43.341,52.617,47.383,41.951,57.922,69.128,30.242,64.807,33.51,54.132,45.392,57.585,41.222,58.64,40.153,70.271,28.852,34.019,65.546,59.56,38.634,69.577,30.883,62.331,15.548,45.413,35.049,53.052,29.573,51.293,21.491,53.601,20.094,59.162,16.623,27.753,72.279,26.997,72.331,51.657,29.062
County,48377,presidio,Presidio,"Presidio County, Texas",5166,80.578,8.174,68.163,21.931,61.903,14.996,70.266,4.98,78.317,21.712,78.735,11.958,77.425,13.099,77.505,12.171,76.531,15.3,62.525,30.586,71.441,28.559,57.922,41.678,78.887,20.18,74.45,23.182,76.706,22.876,74.286,24.706,70.506,28.607,76.921,22.132,24.819,74.805,45.112,53.66,85.404,14.838,75.215,10.23,62.734,19.588,69.294,15.862,64.751,12.485,68.063,12.947,73.964,9.49,41.549,58.366,33.437,65.396,70.043,16.007
County,48379,rains,Rains,"Rains County, Texas",9471,61.629,24.04,45.818,38.036,42.492,31.371,49.918,10.471,51.396,48.679,60.552,29.234,60.038,30.256,55.859,31.704,54.524,36.418,38.344,52.762,50.086,49.914,36.002,63.781,68.248,31.732,61.372,37.631,51.157,49.263,52.08,47.36,53.886,45.986,68.473,31.157,36.421,62.822,64.329,35.33,66.556,33.96,59.541,16.739,39.352,40.533,47.652,34.125,45.577,24.92,48.06,22.459,56.459,18.005,26.838,73.108,30.449,69.213,42.728,38.796
County,48381,randall,Randall,"Randall County, Texas",101787,60.263,26.739,45.627,38.203,41.574,35.269,50.748,10.61,51.49,48.751,59.099,35.439,57.446,37.851,55.614,36.226,53.589,40.585,37.766,55.5,46.998,53.002,36.945,63.017,67.183,33.276,60.987,38.265,49.54,50.919,52.811,46.503,54.683,45.915,68.279,31.472,36.922,62.521,64.298,35.604,67.506,32.983,57.661,17.221,38.266,43.426,44.813,37.963,45.577,25.967,48.864,23.439,54.202,18.587,28.269,71.778,30.974,68.489,41.068,40.32
County,48383,reagan,Reagan,"Reagan County, Texas",2535,64.407,20.195,50.331,34.786,43.621,28.237,52.243,9.34,59.187,40.707,64.602,24.136,64.312,24.599,61.839,25.308,60.038,29.667,45.26,44.427,53.04,46.96,38.299,61.283,66.768,31.73,62.281,35.345,52.599,47.207,56.18,42.594,54.887,43.402,68.56,29.785,34.325,64.479,59.31,39.143,70.177,29.975,61.784,16.157,43.964,37.781,52.304,29.925,51.95,21.896,53.726,20.59,58.565,17.395,27.269,72.6,26.608,72.918,50.526,29.972
County,48385,real,Real,"Real County, Texas",2531,65.373,20.875,49.528,34.206,47.871,26.788,53.681,9.056,57.091,42.967,65.181,25.53,63.993,27.608,61.405,27.35,60.643,31.692,43.633,49.303,54.367,45.633,40.546,59.177,69.871,30.14,63.415,35.478,56.012,44.736,54.733,44.98,56.376,43.484,68.961,30.775,31.961,67.253,59.758,39.81,70.886,29.827,63.885,15.015,44.652,36.68,52.154,31.167,48.349,22.009,51.192,20.171,61.205,15.492,31.49,68.459,35.14,64.897,47.612,34.859
County,48387,red river,Red River,"Red River County, Texas",9728,61.167,22.109,44.225,39.629,41.655,30.498,50.46,10.011,52.594,47.509,59.679,28.31,59.404,28.405,56.139,29.157,54.346,34.175,38.838,49.672,50.467,49.533,36.362,63.36,68.364,31.233,62.416,36.222,51.33,48.661,54.576,44.337,55.022,44.6,69.333,29.927,36.689,62.446,63.584,35.79,68.517,31.794,59.915,16.407,40.804,38.794,48.825,32.55,47.818,23.65,50.271,21.574,55.676,17.966,24.976,75.032,26.656,72.609,44.383,34.973
County,48389,reeves,Reeves,"Reeves County, Texas",12122,70.089,15.495,55.195,32.133,46.805,24.761,58.604,7.685,65.297,34.687,68.411,20.449,67.699,21.027,66.588,20.556,64.945,24.606,50.505,39.813,58.421,41.579,44.115,55.484,72.308,26.767,67.047,30.593,62.065,37.343,63.696,35.129,61.829,37.043,72.213,26.572,33.681,65.667,57.627,40.895,75.972,24.203,66.041,14.441,49.345,30.774,57.338,24.732,55.53,19.014,59.096,17.958,63.283,14.843,29.937,69.963,26.409,72.766,55.717,25.425
County,48391,refugio,Refugio,"Refugio County, Texas",5487,65.959,18.321,50.067,35.806,43.366,28.001,55.008,8.48,60.33,39.697,64.642,23.883,64.211,24.011,62.275,24.062,60.617,28.594,45.533,43.983,54.937,45.063,40.806,58.901,71.098,28.189,64.844,33.074,57.016,42.463,59.801,38.895,59.097,40.099,71.421,27.482,35.45,63.891,61.05,37.689,72.583,27.693,64.014,15.085,45.811,33.908,53.825,27.744,52.05,21.207,55.657,19.436,60.408,16.126,27.749,72.2,26.054,73.11,50.21,29.878
County,48393,roberts,Roberts,"Roberts County, Texas",588,55.148,29.609,40.797,41.054,40.05,33.782,44.717,11.651,47.171,53.044,57.137,34.998,57.151,35.797,53.74,35.699,51.649,40.978,34.878,57.4,44.807,55.193,34.663,65.364,64.806,35.656,57.752,41.906,42.476,57.99,44.523,55.299,48.962,50.957,66.077,34.018,38.334,61.214,67.225,32.474,60.913,40.214,57.957,17.263,36.112,45.464,43.175,40.103,40.761,28.052,43.427,24.663,53.465,19.473,27.185,72.824,32.626,67.553,37.147,45.058
